id,price_doc
30474,8343499.8719118945
30475,7112886.075533296
30476,8591698.663526876
30477,11917246.102661988
30478,12677810.398932405
30479,11701872.733435333
30480,5481520.310370833
30481,8459239.226777699
30482,8383470.271651386
30483,7382687.177739428
30484,7195763.632418624
30485,7570826.015429009
30486,8432513.909728274
30487,6703631.601011842
30488,6664317.046544058
30489,9474763.110169668
30490,9103328.510862596
30491,8437433.265306367
30492,10230856.78146935
30493,8621178.776890129
30494,10984170.727156652
30495,7800165.2664147485
30496,9003739.67938115
30497,6557114.875897403
30498,6930080.503561351
30499,8839690.297986522
30500,7181433.470342195
30501,7421749.848844283
30502,11951513.931802511
30503,8366826.6967454245
30504,7903715.843540686
30505,12016275.80125232
30506,7577217.259506506
30507,6495516.768172568
30508,7403697.776401931
30509,7769511.692443598
30510,7561255.3982907655
30511,5674343.171510338
30512,6835529.566572344
30513,6844241.640301318
30514,9106774.894861499
30515,9914394.881232783
30516,8102954.986544884
30517,10454174.837378012
30518,11812222.958684165
30519,8083956.388205547
30520,7669316.805639936
30521,7123720.90749606
30522,8639638.85914839
30523,7481627.593602071
30524,9437293.229053892
30525,7368758.715602236
30526,9096782.92445089
30527,7922925.516653731
30528,7032775.252775274
30529,8502651.700861424
30530,10271027.09933598
30531,6778756.792764797
30532,12076701.270587811
30533,10807538.748186734
30534,12149383.40743089
30535,9736972.735632552
30536,8759157.043874884
30537,7823574.048337711
30538,7366337.064502347
30539,10796067.572307551
30540,9294932.935606385
30541,9892930.189527262
30542,12137606.650495717
30543,8569902.162424525
30544,6580313.062590802
30545,10965713.67599296
30546,11725462.79148559
30547,7610089.788654562
30548,7759829.096352453
30549,8891684.789884018
30550,11429142.523668531
30551,6326600.305588835
30552,9669816.308250539
30553,11150098.149090558
30554,8987307.777698113
30555,8907290.968875797
30556,6914159.166483521
30557,11580395.40617491
30558,10273167.213598505
30559,8394161.005485304
30560,8938540.450946048
30561,6627164.921737967
30562,8492361.242473494
30563,11859677.074691392
30564,6657434.569415133
30565,9644384.093414916
30566,6676851.584119413
30567,11112907.324163567
30568,8782819.39685328
30569,10383184.599333435
30570,6216983.1497049285
30571,7860477.966733051
30572,9346753.1037702
30573,11494072.217141744
30574,8319161.144263525
30575,7820112.679684791
30576,8466533.28136655
30577,7586899.47793376
30578,5585388.646305904
30579,7145712.025540047
30580,9546073.621229243
30581,11701000.035510588
30582,9019964.289998377
30583,11927824.25897945
30584,8706735.405462394
30585,10151535.48770046
30586,10883555.638955345
30587,9157320.785258915
30588,6675949.158206182
30589,9326460.845471807
30590,10163964.307600662
30591,9577633.066848133
30592,6627240.63073009
30593,12345414.278535841
30594,9545149.167041114
30595,7246809.475493176
30596,9592598.186413644
30597,7832624.302050094
30598,11174468.09603798
30599,9914516.766147515
30600,9432861.157757709
30601,7757471.241193286
30602,1.0
30603,9855806.02689999
30604,6843508.833330798
30605,8013175.737123933
30606,9046675.14536756
30607,7585193.625432168
30608,8602066.095110258
30609,6845525.610542573
30610,9693955.343488393
30611,10283384.71043797
30612,9940159.969948493
30613,6807387.477245423
30614,4714704.691574454
30615,7277060.293321043
30616,8492575.619328048
30617,10784353.75511852
30618,8312755.242770388
30619,9491345.630459325
30620,13136373.422256842
30621,12759797.596030561
30622,6617608.598568892
30623,10413713.971943997
30624,6302859.914686308
30625,9527703.008519147
30626,8761327.062630236
30627,7901680.583723739
30628,7352624.659967635
30629,10401456.563448276
30630,8829244.024946144
30631,9911961.923057148
30632,10904983.682652429
30633,6846827.905530965
30634,12336234.718273992
30635,7358520.049785864
30636,11128874.973950922
30637,7598774.68724777
30638,11535299.22831684
30639,7324999.326407552
30640,8612197.778121533
30641,7286307.0059572235
30642,9023325.631772066
30643,8477960.995400595
30644,12399202.25322653
30645,6752128.098650499
30646,6478847.966260499
30647,7592205.905611418
30648,8669922.08639933
30649,7070147.781935893
30650,6554789.613875518
30651,11894820.513206854
30652,12079687.916043658
30653,6726254.681561816
30654,12181828.566459352
30655,11638772.989386095
30656,7588428.540272785
30657,7550102.9623691095
30658,8566113.049161095
30659,12632610.229597835
30660,6529550.369512261
30661,9500654.991629746
30662,7675514.726230438
30663,7562948.058096083
30664,12843268.87862677
30665,8760729.094079189
30666,6783517.354393451
30667,7806200.125294429
30668,9423666.93399974
30669,7676317.360298683
30670,7593173.9371594
