id,price_doc
30474,1000000000.0
30475,1000000000.0
30476,1000000000.0
30477,1000000000.0
30478,1000000000.0
30479,1000000000.0
30480,1000000000.0
30481,1000000000.0
30482,1000000000.0
30483,1000000000.0
30484,1000000000.0
30485,1000000000.0
30486,1000000000.0
30487,1000000000.0
30488,1000000000.0
30489,1000000000.0
30490,1000000000.0
30491,1000000000.0
30492,1000000000.0
30493,1000000000.0
30494,1000000000.0
30495,1000000000.0
30496,1000000000.0
30497,1000000000.0
30498,1000000000.0
30499,1000000000.0
30500,1000000000.0
30501,1000000000.0
30502,1000000000.0
30503,1000000000.0
30504,1000000000.0
30505,1000000000.0
30506,1000000000.0
30507,1000000000.0
30508,1000000000.0
30509,1000000000.0
30510,1000000000.0
30511,1000000000.0
30512,1000000000.0
30513,1000000000.0
30514,1000000000.0
30515,1000000000.0
30516,1000000000.0
30517,1000000000.0
30518,1000000000.0
30519,1000000000.0
30520,1000000000.0
30521,1000000000.0
30522,1000000000.0
30523,1000000000.0
30524,1000000000.0
30525,1000000000.0
30526,1000000000.0
30527,1000000000.0
30528,1000000000.0
30529,1000000000.0
30530,1000000000.0
30531,1000000000.0
30532,1000000000.0
30533,1000000000.0
30534,1000000000.0
30535,1000000000.0
30536,1000000000.0
30537,1000000000.0
30538,1000000000.0
30539,1000000000.0
30540,1000000000.0
30541,1000000000.0
30542,1000000000.0
30543,1000000000.0
30544,1000000000.0
30545,1000000000.0
30546,1000000000.0
30547,1000000000.0
30548,1000000000.0
30549,1000000000.0
30550,1000000000.0
30551,1000000000.0
30552,1000000000.0
30553,1000000000.0
30554,1000000000.0
30555,1000000000.0
30556,1000000000.0
30557,1000000000.0
30558,1000000000.0
30559,1000000000.0
30560,1000000000.0
30561,1000000000.0
30562,1000000000.0
30563,1000000000.0
30564,1000000000.0
30565,1000000000.0
30566,1000000000.0
30567,1000000000.0
30568,1000000000.0
30569,1000000000.0
30570,1000000000.0
30571,1000000000.0
30572,1000000000.0
30573,1000000000.0
30574,1000000000.0
30575,1000000000.0
30576,1000000000.0
30577,1000000000.0
30578,1000000000.0
30579,1000000000.0
30580,1000000000.0
30581,1000000000.0
30582,1000000000.0
30583,1000000000.0
30584,1000000000.0
30585,1000000000.0
30586,1000000000.0
30587,1000000000.0
30588,1000000000.0
30589,1000000000.0
30590,1000000000.0
30591,1000000000.0
30592,1000000000.0
30593,1000000000.0
30594,1000000000.0
30595,1000000000.0
30596,1000000000.0
30597,1000000000.0
30598,1000000000.0
30599,1000000000.0
30600,1000000000.0
30601,1000000000.0
30602,1000000000.0
30603,1000000000.0
30604,1000000000.0
30605,1000000000.0
30606,1000000000.0
30607,1000000000.0
30608,1000000000.0
30609,1000000000.0
30610,1000000000.0
30611,1000000000.0
30612,1000000000.0
30613,1000000000.0
30614,1000000000.0
30615,1000000000.0
30616,1000000000.0
30617,1000000000.0
30618,1000000000.0
30619,1000000000.0
30620,1000000000.0
30621,1000000000.0
30622,1000000000.0
30623,1000000000.0
30624,1000000000.0
30625,1000000000.0
30626,1000000000.0
30627,1000000000.0
30628,1000000000.0
30629,1000000000.0
30630,1000000000.0
30631,1000000000.0
30632,1000000000.0
30633,1000000000.0
30634,1000000000.0
30635,1000000000.0
30636,1000000000.0
30637,1000000000.0
30638,1000000000.0
30639,1000000000.0
30640,1000000000.0
30641,1000000000.0
30642,1000000000.0
30643,1000000000.0
30644,1000000000.0
30645,1000000000.0
30646,1000000000.0
30647,1000000000.0
30648,1000000000.0
30649,1000000000.0
30650,1000000000.0
30651,1000000000.0
30652,1000000000.0
30653,1000000000.0
30654,1000000000.0
30655,1000000000.0
30656,1000000000.0
30657,1000000000.0
30658,1000000000.0
30659,1000000000.0
30660,1000000000.0
30661,1000000000.0
30662,1000000000.0
30663,1000000000.0
30664,1000000000.0
30665,1000000000.0
30666,1000000000.0
30667,1000000000.0
30668,1000000000.0
30669,1000000000.0
30670,1000000000.0
30671,1000000000.0
30672,1000000000.0
30673,1000000000.0
30674,1000000000.0
30675,1000000000.0
30676,1000000000.0
30677,1000000000.0
30678,1000000000.0
30679,1000000000.0
30680,1000000000.0
30681,1000000000.0
30682,1000000000.0
30683,1000000000.0
30684,1000000000.0
30685,1000000000.0
30686,1000000000.0
30687,1000000000.0
30688,1000000000.0
30689,1000000000.0
30690,1000000000.0
30691,1000000000.0
30692,1000000000.0
30693,1000000000.0
30694,1000000000.0
30695,1000000000.0
30696,1000000000.0
30697,1000000000.0
30698,1000000000.0
30699,1000000000.0
30700,1000000000.0
30701,1000000000.0
30702,1000000000.0
30703,1000000000.0
30704,1000000000.0
30705,1000000000.0
30706,1000000000.0
30707,1000000000.0
30708,1000000000.0
30709,1000000000.0
30710,1000000000.0
30711,1000000000.0
30712,1000000000.0
30713,1000000000.0
30714,1000000000.0
30715,1000000000.0
30716,1000000000.0
30717,1000000000.0
30718,1000000000.0
30719,1000000000.0
30720,1000000000.0
30721,1000000000.0
30722,1000000000.0
30723,1000000000.0
30724,1000000000.0
30725,1000000000.0
30726,1000000000.0
30727,1000000000.0
30728,1000000000.0
30729,1000000000.0
30730,1000000000.0
30731,1000000000.0
30732,1000000000.0
30733,1000000000.0
30734,1000000000.0
30735,1000000000.0
30736,1000000000.0
30737,1000000000.0
30738,1000000000.0
30739,1000000000.0
30740,1000000000.0
30741,1000000000.0
30742,1000000000.0
30743,1000000000.0
30744,1000000000.0
30745,1000000000.0
30746,1000000000.0
30747,1000000000.0
30748,1000000000.0
30749,1000000000.0
30750,1000000000.0
30751,1000000000.0
30752,1000000000.0
30753,1000000000.0
30754,1000000000.0
30755,1000000000.0
30756,1000000000.0
30757,1000000000.0
30758,1000000000.0
30759,1000000000.0
30760,1000000000.0
30761,1000000000.0
30762,1000000000.0
30763,1000000000.0
30764,1000000000.0
30765,1000000000.0
30766,1000000000.0
30767,1000000000.0
30768,1000000000.0
30769,1000000000.0
